;Localização;Endereço;Descrição;Tamanho;Quartos;Banheiros;Vagas Garagem;Valores;Links
1118;Vila Emir, São Paulo;Avenida Nossa Senhora do Sabará;"Ótimo apartamento para venda na Sabará.

Apartamento com 2 dormitórios, sendo uma suíte ,banheiro social, ampla sala 2 ambientes com sacada, cozinha, área de serviço, e uma vaga de garagem coberta.

Ótima localização, próximo a supermercados, bancos, padarias, escolas.

Agende uma visita com um de nossos Corretores (as)!";67 m²;2;2;1;R$ 410.000 Cond.  R$ 620 | IPTU R$ 0;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-playground-vila-emir-zona-sul-sao-paulo-sp-67m2-id-2644876462/
1119;Mooca, São Paulo;Rua Marina Crespi;"Apartamento com 3 quartos (1 suíte) à venda na Mooca, São Paulo, com 2 vagas.

Sobre o Condomínio Piazza San Pietro.
O Condomínio Piazza San Pietro é equipado com diversas instalações, como portaria 24 horas, academia, piscina, quadra esportiva, salão de festas, gás encanado, playground, sauna, salão de jogos, brinquedoteca e espaço gourmet na área comum.

Fica localizado em Rua Marina Crespi, no bairro Mooca, São Paulo, próximo a lugares como Hospital Alemão Oswald Cruz, Estação Juventus - Mooca, Teatro Anhembi Morumbi, UAM - Anhembi Morumbi - Campus Mooca, Teatro Municipal da Mooca Arthur Azevedo e Escola Técnica Walter Belian.

-----
Código do Imóvel:";84 m²;3;2;2;R$ 900.000 Cond.  R$ 740 | IPTU R$ 0;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-mooca-zona-leste-sao-paulo-sp-84m2-id-2645359458/
1120;Ilha do Retiro, Recife;Avenida Prefeito Lima Castro;;135 m²;5;4;2;R$ 1.750.000 Cond.  R$ 730 | IPTU R$ 386;https://www.zapimoveis.com.br/imovel/venda-apartamento-5-quartos-com-piscina-ilha-do-retiro-recife-pe-135m2-id-2645303552/
1121;Jardim Fonte do Morumbi, São Paulo;Rua Diego de Castilho;;77 m²;2;2;2;R$ 839.000 Cond.  R$ 1.200 | IPTU R$ 376;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-jardim-fonte-do-morumbi-zona-sul-sao-paulo-sp-77m2-id-2645313158/
1122;Ponte do Imaruim, Palhoça;Avenida Elza Lucchi;;80 m²;2;2;1;R$ 499.000 Cond.  R$ 500 | IPTU R$ 70;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-churrasqueira-ponte-do-imaruim-palhoca-sc-80m2-id-2645325860/
1123;Chácara Santa Antonieta (Nova Veneza), Sumaré;Rua Fernando Caron;Apartamento à venda 02 dormitórios Chácara Santa Antonieta Sumaré Excelente oportunidade no Condomínio Residencial Altos do Bela Vista em Sumaré. Apartamento em fase de finalização com ampla sala de TV integrada a sala de jantar, cozinha, 02 dormitórios sendo 01 deles suíte, 01 banheiro social e 02 varandas sendo 01 delas gourmet com pia e churrasqueira ecológica e outra técnica para máquina de ar condicionado. Vaga de garagem para 01 veículo. Condomínio com portaria 24 horas, 03 piscinas, playground, salão de festas e área gourmet com churrasqueira para receber os amigos e familiares! Excelente localização com tudo que você precisa a menos de 05 minutos e a 10 minutos do Centro da cidade. Avaliamos carro como entrada. Agende sua visita e conheça esse lindo imóvel. Nós cuidamos de toda parte do financiamento, para você não precisar se preocupar pois trabalhamos com todos os principais bancos (Caixa, Banco do Brasil, Itaú, Bradesco e Santander).;60 m²;2;2;1;R$ 258.700 Cond.  R$ 330 | IPTU R$ 0;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-chacara-santa-antonieta-sumare-sp-60m2-id-2645406615/
1124;Jardim Márcia, Campinas;Rua Doutor Jeber Juabre;APARTAMENTO À VENDA 02 DORMITÓRIOS NO JARDIM MÁRCIA EM CAMPINAS. Apartamento com sala de TV, cozinha estilo americana, 01 banheiro social (acabamento em mármore), 02 dormitórios (com armários planejados). Área de lazer: churrasqueira, bicicletário, salão de festas, salão de jogos, playground, portaria 24 h. Localização privilegiada há 5 minutos do centro de Campinas, fácil acesso à Rodovia Bandeirantes e Rodovia Santos Dumont. Avaliamos carro como entrada. Agende sua visita e conheça esse lindo imóvel. Nós cuidaremos de toda parte do financiamento, para você não precisar se preocupar, pois, trabalhamos com todos os principais bancos (Caixa, Banco do Brasil, Itaú, Bradesco e Santander).;48 m²;2;1;1;R$ 200.900 Cond.  R$ 330 | IPTU R$ 0;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-jardim-marcia-campinas-sp-48m2-id-2645402415/
1125;Parque do Morumbi, São Paulo;Avenida Dona Helena Pereira de Moraes;"*Atenção* IMPERDÍVEL!!! - More no Conomínio Ventana.
Você ja Pensou em Morar no Panamby em um apartamento de ALTO PADRÃO - 142m² numa das melhores localizações do bairro, perto de tudo??
 
Linda Apartamento com 3 dorms, 3 suítes e 3 Vagas pronto para morar no Panamby prox Palácio Tangara. Com uma bela área social e uma bela vista para o Parque Burle Marx.

Veja o que tem no condomínio:
Piscina, Sauna, Churrasqueira, Quadra esportiva, Academia, Salão de festas, Brinquedoteca, Corrimão, Piso tátil, Rampas de acesso, Salão de jogos, Deposito, Vaga de garagem acessível, Área verde, Elevador, Portaria 24h.
Elevador para mais praticidade no dia-a-dia.

Ótima localização! O bairro oferece tranquilidade, bastante arborizado. O Condomínio é bem equipado com diversas instalações, apropriado para quem busca lazer sem sair de casa e fica localizado em Av. Dona Helena Pereira de Moraes no bairro Panamby em São Paulo. É bem localizado, próximo a pontos de interesse de Panamby, tais como Colégio Visconde de Porto Seguro, Kinder Kampus School, Shopping Jardim Sul, DeRose Method Morumbi, Colégio Elvira Brandão e Credicard Hall. 

À 11 minutos do Estádio do Morumbi e Hospital Albert Einstein.
À 3 minutos do Parque Burle Marx, com fácil acesso à Marginal Pinheiros.
À 11 minutos da Avenida Chucri Zaidan.

Agende já sua visita - NÃO PERCA ESSA OPORTUNIDADE!!!
 


Chave do anúncio: rJ3nfjL69UZt22qM";142 m²;3;5;3;R$ 1.447.000 Cond.  R$ 1.500 | IPTU R$ 300;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-panamby-zona-sul-sao-paulo-sp-142m2-id-2603455573/
1126;Cidade Industrial, Curitiba;Rua João Bettega;Apartamento com 61m2, 3 quartos sendo 1 suíte, 2 banheiros, sala, cozinha, área de serviço, 1 vaga de garagem coberta. Além de toda infraestrutura que o condomínio oferece como piscina, salão de festas, quiosques com churrasqueira, salão de jogos, academia, quadra poliesportiva e quadra de futebol de grama sintética. O imóvel está muito bem localizado, com fácil acesso ao Shopping Palladium e próximo ao Supermercado Condor, Cassol, Farmácia e Panificadora. Móveis e decoração são meramente ilustrativos. Agende sua visita com um de nossos corretores e venha conhecer! Valor e disponibilidade sujeitos a alteração sem aviso prévio. -;61 m²;3;2;1;R$ 365.500;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-cidade-industrial-curitiba-pr-61m2-id-2628067359/
1127;Parque da Mooca, São Paulo;Rua Cônego Antônio Lessa;"Empreendimento localizado no melhor da Mooca, proximo ao clube Juventus, Padaria Grano Mooca, Drogaria São Paulo, Mercado Minuto.

Apto em andar alto com vista livre, possui 3 dormitórios sendo 2 suites, lavabo, cozinha ampla com dispensa, sala 2 ambientes, sacada, com armarios planejados em todos os ambientes e piso frio.
Predio com lazer completo segurança 24horas e 2 vagas fixas e independentes.
 
Agende uma visita procure pela ref. CV502";85 m²;3;3;2;R$ 750.000 Cond.  R$ 750 | IPTU R$ 220;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-mooca-zona-leste-sao-paulo-sp-85m2-id-2586651898/
1128;Barrocão, Itaitinga;Rua Jorge Figueredo;"🏡 De Repasse
📍Barrocão
Condomínio Residencial Gran felicita

🔹2 quartos
🔹Suíte 
🔹2 Banheiros
🔹1 vaga na garagem
🔹Garden

🔑R$ 48.000 (nas chaves)
💵R$ 870,00 (Parcelas)
💸R$ 147.460,51 (saldo devedor)

ACEITA CARRO OU MOTO COMO PARTE DO PAGAMENTO
 
PARA MAIS INFORMAÇÕES:
CASSIANO SOUZA CRECI 21910
CRECI 21910";60 m²;2;2;1;R$ 48.000 Cond.  R$ 0 | IPTU R$ 20;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-cozinha-americana-barrocao-itaitinga-ce-60m2-id-2644809560/
1129;Gereraú, Itaitinga;Rua Jorge Figueredo;"🏡 De Repasse
📍Barrocão
Condomínio Residencial Gran felicita

🔹2 quartos
🔹Suíte 
🔹2 Banheiros
🔹1 vaga na garagem
🔹Garden

🔑R$ 48.000 (nas chaves)
💵R$ 870,00 (Parcelas)
💸R$ 147.460,51 (saldo devedor)

ACEITA CARRO OU MOTO COMO PARTE DO PAGAMENTO
 
PARA MAIS INFORMAÇÕES:
CASSIANO SOUZA CRECI 21910
CRECI 21910";90 m²;2;2;1;R$ 48.000 Cond.  R$ 0 | IPTU R$ 20;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-barrocao-itaitinga-ce-90m2-id-2644808492/
1130;Centro, Campinas;Rua José Paulino;"SALÃO/LOJA À VENDA/LOCAÇÃO NO CENTRO DE CAMPINAS/SP 

Oportunidade com 245,00m² de área este amplo Salão/Loja comercial em pavimento único e com fácil acesso tem entrada com 2 grandes portas, localização privilegiada. Basicamente é um barracão, sem divisórias, comercial, bem construído, imóvel com 2 andares, sendo que mezanino que é acessado por escada. Muito fácil de adaptar para outros tipos de comércio, o imóvel em questão é bem localizado e está alugado atualmente por uma ótima renda, próximo ao centro da cidade e com vizinhança comercial, residencial e industrial.

A Petrucci Gestão Imobiliária oferece todo o suporte na hora da compra, venda e locação de um imóvel. Departamento jurídico em tempo integral, além de profissionais capacitados e especializados em atender e sanar todas as dúvidas, desde a escolha do imóvel até o pós-venda.

Somos especialistas em ajustar o negócio de acordo com a realidade de cada cliente, assim adaptamos propostas exclusivas de mercado para você chegar onde deseja. 

Consulte-nos! Petrucci Gestão Imobiliária. -";133 m²;Informação não encontrada;2;2;R$ 1.272.000 Cond.  R$ 0 | IPTU R$ 437;https://www.zapimoveis.com.br/imovel/venda-conjunto-comercial-sala-centro-campinas-sp-133m2-id-2643574197/
1131;Barrocão, Itaitinga;Rua Jorge Figueredo;"🏡 De Repasse
📍Barrocão
Condomínio Residencial Gran felicita

🔹2 quartos
🔹Suíte 
🔹2 Banheiros
🔹1 vaga na garagem
🔹Garden

🔑R$ 48.000 (nas chaves)
💵R$ 870,00 (Parcelas)
💸R$ 147.460,51 (saldo devedor)

ACEITA CARRO OU MOTO COMO PARTE DO PAGAMENTO
 
PARA MAIS INFORMAÇÕES:
CASSIANO SOUZA CRECI 21910
CRECI 21910";90 m²;2;2;1;R$ 48.000 Cond.  R$ 0 | IPTU R$ 20;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-barrocao-itaitinga-ce-90m2-id-2644500373/
1132;Centro, Itaitinga;Rua Jorge Figueredo;"🏡 De Repasse
📍Barrocão
Condomínio Residencial Gran felicita

🔹2 quartos
🔹Suíte 
🔹2 Banheiros
🔹1 vaga na garagem
🔹Garden

🔑R$ 48.000 (nas chaves)
💵R$ 870,00 (Parcelas)
💸R$ 147.460,51 (saldo devedor)

ACEITA CARRO OU MOTO COMO PARTE DO PAGAMENTO
 
PARA MAIS INFORMAÇÕES:
CASSIANO SOUZA CRECI 21910
CRECI 21910";90 m²;2;2;1;R$ 48.000 Cond.  R$ 0 | IPTU R$ 20;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-barrocao-itaitinga-ce-90m2-id-2644501242/
1133;Jabuti, Itaitinga;Rua Jorge Figueredo;"Apartamento de REPASSE/ TM Clube térreo .

🔷️60 M / térreo 
🔹02 quartos/2 suítes 
🔹Cozinha
🔹Vaga na garagem
-
Condomínio fechado
-
📍Bairro/ jabuti 
-
🔑R$ 50.000,00 (nas chaves)
💶R$ 720,00 (valor das parcelas)
💰R$ (saldo devedor)
📌R$ 80,00 (Condomínio)

PARA MAIS INFORMAÇÕES:
CASSIANO SOUZA CRECI 21910
()";60 m²;2;2;1;R$ 50.000 Cond.  R$ 0 | IPTU R$ 20;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-jabuti-itaitinga-ce-60m2-id-2644497044/
1134;Santo Antonio, Itaitinga;Rua Jorge Figueredo;"Apartamento de REPASSE/ TM Clube térreo .

🔷️60 M / térreo 
🔹02 quartos/2 suítes 
🔹Cozinha
🔹Vaga na garagem
-
Condomínio fechado
-
📍Bairro/ jabuti 
-
🔑R$ 50.000,00 (nas chaves)
💶R$ 720,00 (valor das parcelas)
💰R$ (saldo devedor)
📌R$ 80,00 (Condomínio)

PARA MAIS INFORMAÇÕES:
CASSIANO SOUZA CRECI 21910
()";60 m²;2;2;1;R$ 50.000 Cond.  R$ 0 | IPTU R$ 20;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-jabuti-itaitinga-ce-60m2-id-2644503895/
1135;Santo Antonio, Itaitinga;Rua Jorge Figueredo;"🏡 De Repasse
📍Barrocão
Condomínio Residencial Gran felicita

🔹2 quartos
🔹Suíte 
🔹2 Banheiros
🔹1 vaga na garagem
🔹Garden

🔑R$ 48.000 (nas chaves)
💵R$ 870,00 (Parcelas)
💸R$ 147.460,51 (saldo devedor)

ACEITA CARRO OU MOTO COMO PARTE DO PAGAMENTO
 
PARA MAIS INFORMAÇÕES:
CASSIANO SOUZA CRECI 21910
CRECI 21910";90 m²;2;2;1;R$ 48.000 Cond.  R$ 0 | IPTU R$ 20;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-barrocao-itaitinga-ce-90m2-id-2644500927/
1136;Gereraú, Itaitinga;Rua Jorge Figueredo;"🏡Casa Para Repasse 

🔹02 quartos /1 suíte 
🔷️02 banheiros 
🔷Sala
🔷Varanda
🔷Cozinha americana
🔷Vaga de garagem
🔷 Rua Privativa 
-
-
📍Bairro / Barrocao 
-
📌 327 Parcelas Restantes 
-
🔑R$ 70.000,00 (nas chaves)
💶R$ 738,60 (valor das parcelas)
💰R$121.652,88( Saldo Devedor)
-
Para mais informações :
CASSIANO SOUZA 21910
()";85 m²;2;2;1;R$ 70.000 Cond.  R$ 0 | IPTU R$ 20;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-barrocao-itaitinga-ce-85m2-id-2644501856/
1137;Gereraú, Itaitinga;Rua Jorge Figueredo;"Apartamento de REPASSE/ TM Clube térreo .

🔷️60 M / térreo 
🔹02 quartos/2 suítes 
🔹Cozinha
🔹Vaga na garagem
-
Condomínio fechado
-
📍Bairro/ jabuti 
-
🔑R$ 50.000,00 (nas chaves)
💶R$ 720,00 (valor das parcelas)
💰R$ (saldo devedor)
📌R$ 80,00 (Condomínio)

PARA MAIS INFORMAÇÕES:
CASSIANO SOUZA CRECI 21910
()";60 m²;2;2;1;R$ 50.000 Cond.  R$ 0 | IPTU R$ 20;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-jabuti-itaitinga-ce-60m2-id-2644501735/
1138;Gereraú, Itaitinga;Rua Jorge Figueredo;"Apartamento de REPASSE/ TM Clube térreo .

🔷️60 M / térreo 
🔹02 quartos/2 suítes 
🔹Cozinha
🔹Vaga na garagem
-
Condomínio fechado
-
📍Bairro/ jabuti 
-
🔑R$ 50.000,00 (nas chaves)
💶R$ 720,00 (valor das parcelas)
💰R$ (saldo devedor)
📌R$ 80,00 (Condomínio)

PARA MAIS INFORMAÇÕES:
CASSIANO SOUZA CRECI 21910
()";60 m²;2;2;1;R$ 50.000 Cond.  R$ 0 | IPTU R$ 20;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-jabuti-itaitinga-ce-60m2-id-2644504138/
1139;Gereraú, Itaitinga;Rua Jorge Figueredo;"🏡 De Repasse
📍Barrocão
Condomínio Residencial Gran felicita

🔹2 quartos
🔹Suíte 
🔹2 Banheiros
🔹1 vaga na garagem
🔹Garden

🔑R$ 48.000 (nas chaves)
💵R$ 870,00 (Parcelas)
💸R$ 147.460,51 (saldo devedor)

ACEITA CARRO OU MOTO COMO PARTE DO PAGAMENTO
 
PARA MAIS INFORMAÇÕES:
CASSIANO SOUZA CRECI 21910
CRECI 21910";80 m²;2;2;1;R$ 48.000 Cond.  R$ 0 | IPTU R$ 20;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-barrocao-itaitinga-ce-80m2-id-2644507471/
1140;Barro Preto, Belo Horizonte;;"Excelente localização, próximo Hospital Vera Cruz, Clube do Cruzeiro, Colégio Santo Agostinho, Hospital Mate dei, Diamond Mall, Supermercado Super Nosso, Drogaria Araújo e várias vias de acesso. 

Prédio 100% revestido em ecogranito, hall social decorado, portão eletrônico, interfone, gás canalizado, elevador, circuito de TV e jardim. Lazer com sauna, quadra de esportes, salão de festas, piscina e churrasqueira.

Apartamento com aproximadamente 89m² com sala ampla para dois ambientes e piso em tábua corrida. 03 quartos amplos com armários planejados e piso em tábua corrida. Banho social e suíte com armários, box blindex, bancada e piso em granito. Cozinha planejada com bancada e piso em granito. Área de serviço com lavanderia e DCE.
01 vaga de garagem coberta. 

(Os preços e informações poderão sofrer mudanças. Solicitamos a confirmação com nossa equipe).";89 m²;3;2;1;R$ 799.000 Cond.  R$ 942 | IPTU R$ 260;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-barro-preto-belo-horizonte-mg-89m2-id-2631086853/
1141;Santa Margarida I (Tamoios), Cabo Frio;Rua Neides de Vasconcelos Sampaio;"Bela casa com 2 quartos com área gourmet e piscina em Unamar, Tamoios - Cabo Frio - RJ

Realize o sonho da sua casa da praia com a Jéssica Marques Corretora de Imóveis
CRECI/RJ: 075.292

Cód: JMC-018-1

CASA DE 2 QUARTOS SENDO UMA SUÍTE SALA COZINHA AMERICANA BANHEIRO SOCIAL ÁREA DE SERVIÇO COBERTA, ÁREA GOURMET COM LAVABO PISCINA DE 5.30 COMPLETA, QUINTAL GRAMADO. VAGA PARA 4 CARROS.

Próximo ao centro, Shopping, comércios, escolas e hospitais. Bairro com excelente estrutura, em constante desenvolvimento e valorização. 
À 20 minutos de Búzios, São Pedro da Aldeia, Rio das Ostras e a 30 minutos do centro de Cabo Frio.

Área total: 250 m²
Área construída: 70 m²

Valor R$ 230.000,00

ATENÇÃO :O simulador de financiamento é de responsabilidade do site e válido somente para imóveis com financiamento bancário.

*Imóveis com financiamento bancário somente a partir de R$240 mil.

Trabalhamos com financiamento próprio, diretamente com o construtor. Sem burocracia, Sem consulta ao SPC E SERASA. Com uma entrada e parcelas mensais.

""SE O SEU SONHO TEM UM ENDEREÇO, ELE SABE AONDE ENCONTRAR, AGENDE AGORA UMA VISITA.""";70 m²;2;2;2;R$ 230.000 Cond.  R$ 156 | IPTU R$ 30;https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-piscina-unamar-cabo-frio-rj-70m2-id-2540844911/
